run_id,returncode,out_json,out_log,err_log,seconds,tau,alpha,sigma,beta,bpe_warmstart,bpe_bytes,bpe_words,bpe_tokens,bpe_bytes_per_token,bpe_tokens_per_byte,bpe_fertility,bpe_pcw,bpe_avg_token_chars,bpe_unique_tokens_used,spec_bytes,spec_words,spec_tokens,spec_bytes_per_token,spec_tokens_per_byte,spec_fertility,spec_pcw,spec_avg_token_chars,spec_unique_tokens_used,spec_nsl_vs_bpe
r0168_tau5_alpha0p8_sigma0p8_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0168_tau5_alpha0p8_sigma0p8_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0168_tau5_alpha0p8_sigma0p8_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0168_tau5_alpha0p8_sigma0p8_beta0p1_bpe400.err,2375.571,5,0.8,0.8,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424250.000000,2.691307,0.371567,1.983533,0.438308,2.176401,1192.000000,1.024041
r0171_tau5_alpha0p8_sigma0p8_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0171_tau5_alpha0p8_sigma0p8_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0171_tau5_alpha0p8_sigma0p8_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0171_tau5_alpha0p8_sigma0p8_beta0p15_bpe300.err,2293.815,5,0.8,0.8,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431572.000000,2.645647,0.377979,2.017766,0.442493,2.139476,1206.000000,1.041715
r0174_tau5_alpha0p8_sigma0p8_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0174_tau5_alpha0p8_sigma0p8_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0174_tau5_alpha0p8_sigma0p8_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0174_tau5_alpha0p8_sigma0p8_beta0p2_bpe200.err,2227.382,5,0.8,0.8,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441439.000000,2.586511,0.386621,2.063899,0.450357,2.091655,1195.000000,1.065531
r0172_tau5_alpha0p8_sigma0p8_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0172_tau5_alpha0p8_sigma0p8_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0172_tau5_alpha0p8_sigma0p8_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0172_tau5_alpha0p8_sigma0p8_beta0p15_bpe400.err,2373.701,5,0.8,0.8,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424359.000000,2.690616,0.371662,1.984043,0.439332,2.175842,1189.000000,1.024304
r0175_tau5_alpha0p8_sigma0p8_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0175_tau5_alpha0p8_sigma0p8_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0175_tau5_alpha0p8_sigma0p8_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0175_tau5_alpha0p8_sigma0p8_beta0p2_bpe300.err,2286.283,5,0.8,0.8,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431557.000000,2.645739,0.377966,2.017696,0.442006,2.139551,1203.000000,1.041679
r0177_tau5_alpha0p8_sigma1_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0177_tau5_alpha0p8_sigma1_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0177_tau5_alpha0p8_sigma1_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0177_tau5_alpha0p8_sigma1_beta0p01_bpe100.err,2155.395,5,0.8,1.0,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465517.000000,2.452729,0.407709,2.176473,0.467712,1.983468,1204.000000,1.123650
r0176_tau5_alpha0p8_sigma0p8_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0176_tau5_alpha0p8_sigma0p8_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0176_tau5_alpha0p8_sigma0p8_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0176_tau5_alpha0p8_sigma0p8_beta0p2_bpe400.err,2353.850,5,0.8,0.8,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424295.000000,2.691022,0.371606,1.983744,0.439332,2.176170,1189.000000,1.024150
r0178_tau5_alpha0p8_sigma1_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0178_tau5_alpha0p8_sigma1_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0178_tau5_alpha0p8_sigma1_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0178_tau5_alpha0p8_sigma1_beta0p01_bpe200.err,2192.536,5,0.8,1.0,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441637.000000,2.585352,0.386795,2.064824,0.447883,2.090717,1192.000000,1.066009
r0181_tau5_alpha0p8_sigma1_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0181_tau5_alpha0p8_sigma1_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0181_tau5_alpha0p8_sigma1_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0181_tau5_alpha0p8_sigma1_beta0p1_bpe100.err,2114.205,5,0.8,1.0,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465622.000000,2.452176,0.407801,2.176963,0.467338,1.983021,1195.000000,1.123904
r0179_tau5_alpha0p8_sigma1_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0179_tau5_alpha0p8_sigma1_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0179_tau5_alpha0p8_sigma1_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0179_tau5_alpha0p8_sigma1_beta0p01_bpe300.err,2275.930,5,0.8,1.0,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432183.000000,2.641906,0.378515,2.020623,0.443400,2.136451,1202.000000,1.043190
r0182_tau5_alpha0p8_sigma1_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0182_tau5_alpha0p8_sigma1_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0182_tau5_alpha0p8_sigma1_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0182_tau5_alpha0p8_sigma1_beta0p1_bpe200.err,2235.439,5,0.8,1.0,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441246.000000,2.587643,0.386452,2.062996,0.448449,2.092570,1195.000000,1.065066
r0185_tau5_alpha0p8_sigma1_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0185_tau5_alpha0p8_sigma1_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0185_tau5_alpha0p8_sigma1_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0185_tau5_alpha0p8_sigma1_beta0p15_bpe100.err,2168.817,5,0.8,1.0,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465779.000000,2.451349,0.407939,2.177697,0.468221,1.982352,1196.000000,1.124283
r0183_tau5_alpha0p8_sigma1_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0183_tau5_alpha0p8_sigma1_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0183_tau5_alpha0p8_sigma1_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0183_tau5_alpha0p8_sigma1_beta0p1_bpe300.err,2257.040,5,0.8,1.0,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431960.000000,2.643270,0.378319,2.019581,0.442497,2.137554,1206.000000,1.042651
r0180_tau5_alpha0p8_sigma1_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0180_tau5_alpha0p8_sigma1_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0180_tau5_alpha0p8_sigma1_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0180_tau5_alpha0p8_sigma1_beta0p01_bpe400.err,2396.491,5,0.8,1.0,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424304.000000,2.690964,0.371614,1.983786,0.438612,2.176124,1193.000000,1.024171
r0186_tau5_alpha0p8_sigma1_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0186_tau5_alpha0p8_sigma1_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0186_tau5_alpha0p8_sigma1_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0186_tau5_alpha0p8_sigma1_beta0p15_bpe200.err,2224.263,5,0.8,1.0,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441309.000000,2.587273,0.386507,2.063291,0.449487,2.092271,1194.000000,1.065218
r0189_tau5_alpha0p8_sigma1_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0189_tau5_alpha0p8_sigma1_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0189_tau5_alpha0p8_sigma1_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0189_tau5_alpha0p8_sigma1_beta0p2_bpe100.err,2156.604,5,0.8,1.0,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465567.000000,2.452465,0.407753,2.176706,0.467735,1.983255,1198.000000,1.123771
r0184_tau5_alpha0p8_sigma1_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0184_tau5_alpha0p8_sigma1_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0184_tau5_alpha0p8_sigma1_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0184_tau5_alpha0p8_sigma1_beta0p1_bpe400.err,2385.584,5,0.8,1.0,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424250.000000,2.691307,0.371567,1.983533,0.438308,2.176401,1192.000000,1.024041
r0187_tau5_alpha0p8_sigma1_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0187_tau5_alpha0p8_sigma1_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0187_tau5_alpha0p8_sigma1_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0187_tau5_alpha0p8_sigma1_beta0p15_bpe300.err,2309.729,5,0.8,1.0,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431572.000000,2.645647,0.377979,2.017766,0.442493,2.139476,1206.000000,1.041715
r0190_tau5_alpha0p8_sigma1_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0190_tau5_alpha0p8_sigma1_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0190_tau5_alpha0p8_sigma1_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0190_tau5_alpha0p8_sigma1_beta0p2_bpe200.err,2197.788,5,0.8,1.0,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441439.000000,2.586511,0.386621,2.063899,0.450357,2.091655,1195.000000,1.065531
r0188_tau5_alpha0p8_sigma1_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0188_tau5_alpha0p8_sigma1_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0188_tau5_alpha0p8_sigma1_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0188_tau5_alpha0p8_sigma1_beta0p15_bpe400.err,2360.541,5,0.8,1.0,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424359.000000,2.690616,0.371662,1.984043,0.439332,2.175842,1189.000000,1.024304
r0191_tau5_alpha0p8_sigma1_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0191_tau5_alpha0p8_sigma1_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0191_tau5_alpha0p8_sigma1_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0191_tau5_alpha0p8_sigma1_beta0p2_bpe300.err,2299.683,5,0.8,1.0,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431557.000000,2.645739,0.377966,2.017696,0.442006,2.139551,1203.000000,1.041679
r0193_tau10_alpha0p4_sigma0p4_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0193_tau10_alpha0p4_sigma0p4_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0193_tau10_alpha0p4_sigma0p4_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0193_tau10_alpha0p4_sigma0p4_beta0p01_bpe100.err,2131.740,10,0.4,0.4,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,466111.000000,2.449603,0.408229,2.179250,0.466323,1.980940,1196.000000,1.125084
r0192_tau5_alpha0p8_sigma1_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0192_tau5_alpha0p8_sigma1_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0192_tau5_alpha0p8_sigma1_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0192_tau5_alpha0p8_sigma1_beta0p2_bpe400.err,2342.875,5,0.8,1.0,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424295.000000,2.691022,0.371606,1.983744,0.439332,2.176170,1189.000000,1.024150
r0194_tau10_alpha0p4_sigma0p4_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0194_tau10_alpha0p4_sigma0p4_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0194_tau10_alpha0p4_sigma0p4_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0194_tau10_alpha0p4_sigma0p4_beta0p01_bpe200.err,2223.877,10,0.4,0.4,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441189.000000,2.587977,0.386402,2.062730,0.447855,2.092840,1191.000000,1.064928
r0195_tau10_alpha0p4_sigma0p4_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0195_tau10_alpha0p4_sigma0p4_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0195_tau10_alpha0p4_sigma0p4_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0195_tau10_alpha0p4_sigma0p4_beta0p01_bpe300.err,2274.974,10,0.4,0.4,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432677.000000,2.638890,0.378947,2.022933,0.438813,2.134012,1202.000000,1.044382
r0197_tau10_alpha0p4_sigma0p4_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0197_tau10_alpha0p4_sigma0p4_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0197_tau10_alpha0p4_sigma0p4_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0197_tau10_alpha0p4_sigma0p4_beta0p1_bpe100.err,2151.010,10,0.4,0.4,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465283.000000,2.453962,0.407504,2.175378,0.466449,1.984465,1197.000000,1.123085
r0198_tau10_alpha0p4_sigma0p4_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0198_tau10_alpha0p4_sigma0p4_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0198_tau10_alpha0p4_sigma0p4_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0198_tau10_alpha0p4_sigma0p4_beta0p1_bpe200.err,2209.610,10,0.4,0.4,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441357.000000,2.586992,0.386549,2.063515,0.447173,2.092043,1193.000000,1.065333
r0196_tau10_alpha0p4_sigma0p4_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0196_tau10_alpha0p4_sigma0p4_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0196_tau10_alpha0p4_sigma0p4_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0196_tau10_alpha0p4_sigma0p4_beta0p01_bpe400.err,2384.895,10,0.4,0.4,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424994.000000,2.686596,0.372218,1.987012,0.436560,2.172591,1195.000000,1.025837
r0201_tau10_alpha0p4_sigma0p4_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0201_tau10_alpha0p4_sigma0p4_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0201_tau10_alpha0p4_sigma0p4_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0201_tau10_alpha0p4_sigma0p4_beta0p15_bpe100.err,2154.325,10,0.4,0.4,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465289.000000,2.453931,0.407509,2.175407,0.465098,1.984440,1197.000000,1.123100
r0199_tau10_alpha0p4_sigma0p4_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0199_tau10_alpha0p4_sigma0p4_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0199_tau10_alpha0p4_sigma0p4_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0199_tau10_alpha0p4_sigma0p4_beta0p1_bpe300.err,2304.835,10,0.4,0.4,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432579.000000,2.639488,0.378861,2.022475,0.440202,2.134496,1200.000000,1.044145
r0205_tau10_alpha0p4_sigma0p4_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0205_tau10_alpha0p4_sigma0p4_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0205_tau10_alpha0p4_sigma0p4_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0205_tau10_alpha0p4_sigma0p4_beta0p2_bpe100.err,2129.980,10,0.4,0.4,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465124.000000,2.454801,0.407365,2.174635,0.465290,1.985144,1197.000000,1.122701
r0202_tau10_alpha0p4_sigma0p4_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0202_tau10_alpha0p4_sigma0p4_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0202_tau10_alpha0p4_sigma0p4_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0202_tau10_alpha0p4_sigma0p4_beta0p15_bpe200.err,2214.416,10,0.4,0.4,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441465.000000,2.586359,0.386644,2.064020,0.447276,2.091532,1191.000000,1.065594
r0203_tau10_alpha0p4_sigma0p4_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0203_tau10_alpha0p4_sigma0p4_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0203_tau10_alpha0p4_sigma0p4_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0203_tau10_alpha0p4_sigma0p4_beta0p15_bpe300.err,2275.027,10,0.4,0.4,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432634.000000,2.639152,0.378910,2.022732,0.439739,2.134224,1200.000000,1.044278
r0200_tau10_alpha0p4_sigma0p4_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0200_tau10_alpha0p4_sigma0p4_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0200_tau10_alpha0p4_sigma0p4_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0200_tau10_alpha0p4_sigma0p4_beta0p1_bpe400.err,2410.102,10,0.4,0.4,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425260.000000,2.684915,0.372451,1.988255,0.437448,2.171232,1193.000000,1.026479
r0206_tau10_alpha0p4_sigma0p4_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0206_tau10_alpha0p4_sigma0p4_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0206_tau10_alpha0p4_sigma0p4_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0206_tau10_alpha0p4_sigma0p4_beta0p2_bpe200.err,2191.676,10,0.4,0.4,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441486.000000,2.586236,0.386662,2.064118,0.447299,2.091432,1191.000000,1.065645
r0204_tau10_alpha0p4_sigma0p4_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0204_tau10_alpha0p4_sigma0p4_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0204_tau10_alpha0p4_sigma0p4_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0204_tau10_alpha0p4_sigma0p4_beta0p15_bpe400.err,2390.857,10,0.4,0.4,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425199.000000,2.685300,0.372398,1.987970,0.437373,2.171543,1193.000000,1.026332
r0207_tau10_alpha0p4_sigma0p4_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0207_tau10_alpha0p4_sigma0p4_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0207_tau10_alpha0p4_sigma0p4_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0207_tau10_alpha0p4_sigma0p4_beta0p2_bpe300.err,2316.211,10,0.4,0.4,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432398.000000,2.640593,0.378703,2.021628,0.439716,2.135389,1199.000000,1.043709
r0209_tau10_alpha0p4_sigma0p6_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0209_tau10_alpha0p4_sigma0p6_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0209_tau10_alpha0p4_sigma0p6_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0209_tau10_alpha0p4_sigma0p6_beta0p01_bpe100.err,2134.127,10,0.4,0.6,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,466111.000000,2.449603,0.408229,2.179250,0.466323,1.980940,1196.000000,1.125084
r0208_tau10_alpha0p4_sigma0p4_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0208_tau10_alpha0p4_sigma0p4_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0208_tau10_alpha0p4_sigma0p4_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0208_tau10_alpha0p4_sigma0p4_beta0p2_bpe400.err,2330.887,10,0.4,0.4,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,425100.000000,2.685926,0.372311,1.987507,0.438098,2.172049,1194.000000,1.026093
r0210_tau10_alpha0p4_sigma0p6_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0210_tau10_alpha0p4_sigma0p6_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0210_tau10_alpha0p4_sigma0p6_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0210_tau10_alpha0p4_sigma0p6_beta0p01_bpe200.err,2210.122,10,0.4,0.6,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441189.000000,2.587977,0.386402,2.062730,0.447855,2.092840,1191.000000,1.064928
r0211_tau10_alpha0p4_sigma0p6_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0211_tau10_alpha0p4_sigma0p6_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0211_tau10_alpha0p4_sigma0p6_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0211_tau10_alpha0p4_sigma0p6_beta0p01_bpe300.err,2246.261,10,0.4,0.6,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432677.000000,2.638890,0.378947,2.022933,0.438813,2.134012,1202.000000,1.044382
r0213_tau10_alpha0p4_sigma0p6_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0213_tau10_alpha0p4_sigma0p6_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0213_tau10_alpha0p4_sigma0p6_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0213_tau10_alpha0p4_sigma0p6_beta0p1_bpe100.err,2195.625,10,0.4,0.6,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465283.000000,2.453962,0.407504,2.175378,0.466449,1.984465,1197.000000,1.123085
r0214_tau10_alpha0p4_sigma0p6_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0214_tau10_alpha0p4_sigma0p6_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0214_tau10_alpha0p4_sigma0p6_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0214_tau10_alpha0p4_sigma0p6_beta0p1_bpe200.err,2248.017,10,0.4,0.6,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441357.000000,2.586992,0.386549,2.063515,0.447173,2.092043,1193.000000,1.065333
r0212_tau10_alpha0p4_sigma0p6_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0212_tau10_alpha0p4_sigma0p6_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0212_tau10_alpha0p4_sigma0p6_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0212_tau10_alpha0p4_sigma0p6_beta0p01_bpe400.err,2375.710,10,0.4,0.6,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424994.000000,2.686596,0.372218,1.987012,0.436560,2.172591,1195.000000,1.025837
